text,text_processed,cyberbullying_type,severity_level,original_cyberbullying_type,original_severity_level,source_dataset,source_file,original_row_id,actual_label,predicted_label,is_correct,confidence_score,char_count,word_count
Nomor 1 Anies – Muhaimin #AniesMuhaimin2024 #AMINAjaDulu #AMINNo1Juara1 Menang Total 15 M Freeport No 1 2 No 3 Bu Mega KDRT Kami Muak Willy Dozan Freeport TNI AU Feni LGBT 15 M Biden Fix You Hindia EXO LAY KDRT Qory #Sweet18withGARAM Siang #pesawatjatuh My FOMO Irak 1-1 Indonesia,nomor 1 anies muhaimin menang total 15 m freeport no 1 2 no 3 bu mega kdrt kami muak willy dozan freeport tni au feni lgbt 15 m biden fix you hindia exo lay kdrt qory siang my fomo irak 1 1 indonesia,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,21690,normal,harassment,False,0.6418737342195154,280,48
Orang gila tbtb disuruh nginep mana w ga bawa charger,orang gila tbtb disuruh nginep mana w ga bawa charger,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,20361,normal,harassment,False,0.32272544664732095,53,10
"USER USER USER USER hahahaha jgn terlalu keras bro,kita tetap hargai mrk yg tetap ingin ganti presiden walaupun mrk tdk memilih prabowo,yg penting kita fokus dukung prabowo!!",user user user user hahahaha jgn terlalu keras bro kita tetap hargai mrk yg tetap ingin ganti presiden walaupun mrk tdk memilih prabowo yg penting kita fokus dukung prabowo,normal,,normal,,data,data.csv,1311,normal,hate_speech,False,0.4790162376376781,174,27
USER USER Protes mulu u kayak dpr.',user user protes mulu u kayak dpr,normal,,normal,,data,data.csv,1456,normal,hate_speech,False,0.29037256180277904,35,7
"! CINEIA INDONESIA CNBC JoeBidenBelaIsrgelsogl Joe Biden Bela Israel soal Bom RS Gaza, Katakan Ini Presiden Amerika Serikat (AS) Joe Biden buka suara soal serangan rudal yang menghantam sebuah rumah sakit di Gaza. Ini disampaikannya saat berkunjung ke Israel dan bertemu Perdana Menteri (PM) Benjamin Netanyahu, Rabu (18/10/2023).

Dalam kesempatan itu, Biden mengatakan bahwa pihaknya meyakini Israel bukanlah dalang dari serangan itu seperti yang dituduhkan.

Ini sesuai dengan pengakuan Tel Aviv yang menyebut mereka bukanlah yang bertanggung jawab atas serangan mematikan itu, melainkan Kelompok Jihad Islam (JI) Palestina.

""Intinya saya sangat sedih dan marah atas ledakan rumah sakit di Gaza kemarin, dan berdasarkan apa yang saya lihat, sepertinya itu dilakukan oleh tim lain, bukan Anda,"" ujarnya dikutip CNN International.

""Tetapi ada banyak orang di luar sana yang tidak yakin, jadi kita punya banyak hal yang harus diatasi.""

Sebelumnya, dunia digegerkan dengan serangan rudal ke Rumah Sakit Baptist Al-Ahli di Gaza, Selasa. Akibatnya 500 orang tewas.

Pemerintah Palestina menyebut militer Israel bertanggung jawab, dengan sejumlah bukti seperti unggahan media sosial tentang serangan dari situs resmi IDF. Tel Aviv mulai mengintensifkan serangan setelah kelompok itu menyerang wilayah Selatan Israel dan menewaskan 1.300 warga Israel.

Sementara itu, dalam kunjungannya, Biden juga menjanjikan dukungan Amerika terhadap Israel. Menurutnya, Hamas bukanlah representasi dari warga Palestina.

""Meskipun Israel mempunyai hak untuk membela diri, kita juga harus ingat bahwa Hamas tidak mewakili seluruh rakyat Palestina, dan hanya membawa penderitaan bagi mereka,"" tambahnya.",cineia indonesia cnbc joebidenbelaisrgelsogl joe biden bela israel soal bom rs gaza katakan ini presiden amerika serikat as joe biden buka suara soal serangan rudal yang menghantam sebuah rumah sakit di gaza ini disampaikannya saat berkunjung ke israel dan bertemu perdana menteri pm benjamin netanyahu rabu 18 10 2023 dalam kesempatan itu biden mengatakan bahwa pihaknya meyakini israel bukanlah dalang dari serangan itu seperti yang dituduhkan ini sesuai dengan pengakuan tel aviv yang menyebut mereka bukanlah yang bertanggung jawab atas serangan mematikan itu melainkan kelompok jihad islam ji palestina intinya saya sangat sedih dan marah atas ledakan rumah sakit di gaza kemarin dan berdasarkan apa yang saya lihat sepertinya itu dilakukan oleh tim lain bukan anda ujarnya dikutip cnn international tetapi ada banyak orang di luar sana yang tidak yakin jadi kita punya banyak hal yang harus diatasi sebelumnya dunia digegerkan dengan serangan rudal ke rumah sakit baptist al ahli di gaza selasa akibatnya 500 orang tewas pemerintah palestina menyebut militer israel bertanggung jawab dengan sejumlah bukti seperti unggahan media sosial tentang serangan dari situs resmi idf tel aviv mulai mengintensifkan serangan setelah kelompok itu menyerang wilayah selatan israel dan menewaskan 1 300 warga israel sementara itu dalam kunjungannya biden juga menjanjikan dukungan amerika terhadap israel menurutnya hamas bukanlah representasi dari warga palestina meskipun israel mempunyai hak untuk membela diri kita juga harus ingat bahwa hamas tidak mewakili seluruh rakyat palestina dan hanya membawa penderitaan bagi mereka tambahnya,harassment,,"['0', '1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,2581,harassment,normal,False,0.5408288885933725,1686,235
S vrpwk 1d Dulu Gua Pernah Telfonan Sama pacar Gw Sampe Berjam Jam sangking lamanya kita kehabisan topik hingga akhirnya gua ceritain deh kedia cerita nabi walaupun Dia Kristen besok nya dia masuk Islam dan kita putus karena kata dia dalam Islam gaboleh pacaran. Ok Gpp Balas ISTAND eurn Berkomentar sebagai dikakuh_... GIF Cerita yang menarik,s vrpwk 1d dulu gua pernah telfonan sama pacar gw sampe berjam jam sangking lamanya kita kehabisan topik hingga akhirnya gua ceritain deh kedia cerita nabi walaupun dia kristen besok nya dia masuk islam dan kita putus karena kata dia dalam islam gaboleh pacaran ok gpp balas istand eurn berkomentar sebagai dikakuh_ gif cerita yang menarik,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,3505,harassment,normal,False,0.7691000750182382,343,56
wak gila ini org sibuk2 bgt gua mo makan siang jdi kaga mantep ya,wak gila ini org sibuk2 bgt gua mo makan siang jdi kaga mantep ya,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,17107,normal,harassment,False,0.28444379149767773,65,14
"BONAJUMA ZONE Ngamuk Saat Dirujuk Ke RS, ODGJ Di Aceh Bawa Kabur Ambulans",bonajuma zone ngamuk saat dirujuk ke rs odgj di aceh bawa kabur ambulans,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,4263,harassment,normal,False,0.7942298084685125,73,13
thoughts b apakah saya akan meminta maaf kepada mereka saya telah memilih dan pertanyaan nyata akan saya bahkan tahu ingat bahwa saya telah diganggu mereka,thoughts b apakah saya akan meminta maaf kepada mereka saya telah memilih dan pertanyaan nyata akan saya bahkan tahu ingat bahwa saya telah diganggu mereka,harassment,,other_cyberbullying,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,1732,harassment,hate_speech,False,0.16284144024023883,155,25
USER pgn ngomong bangke',user pgn ngomong bangke,insult,,insult,,data,data.csv,11535,insult,hate_speech,False,0.24726251636604424,24,4
"ada satu tante gue yg gila harta dan paling sering nyusahin nyokap, pernah berani2nya ngomong gini ke gue dan adek. “tar mama lo mati, ada harta gue disitu”. balesan dr sifat buruk dia, hidupnya kaya kurang terus. itulah, saking ga pernah bersyukur dan nyusahin org mulu.",ada satu tante gue yg gila harta dan paling sering nyusahin nyokap pernah berani2nya ngomong gini ke gue dan adek tar mama lo mati ada harta gue disitu balesan dr sifat buruk dia hidupnya kaya kurang terus itulah saking ga pernah bersyukur dan nyusahin org mulu,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19975,normal,insult,False,-0.186505502553308,271,46
USER Mantap selamat utk #2019GantiPresiden #2019PresidenBaru,user mantap selamat utk,hate_speech,,hate_speech,,data,data.csv,5807,hate_speech,normal,False,0.44491884115289565,60,6
Dengan tuduhan Cina membawa Flakka ke Indonesia utk merusak generasi muda Indonesia.,dengan tuduhan cina membawa flakka ke indonesia utk merusak generasi muda indonesia,hate_speech,,hate_speech,,data,data.csv,4663,hate_speech,normal,False,0.7690324842454913,84,12
"USER Sumpah gw ngak bohong ya, gw kan kerja di pabrik feronikel milik rusia tp yg kerja kebanyakan org cina , gw jijik tuh ama joroknya mereka BAB ngak disiram, makan babi,ular,kadal. Dan paling bikin gw jengkel bau badannya masya allah ngak taha",user sumpah gw ngak bohong ya gw kan kerja di pabrik feronikel milik rusia tp yg kerja kebanyakan org cina gw jijik tuh ama joroknya mereka bab ngak disiram makan babi ular kadal dan paling bikin gw jengkel bau badannya masya allah ngak taha,hate_speech,,hate_speech,,data,data.csv,10786,hate_speech,normal,False,-0.42257349492724827,246,43
mulai sekarang aku akan memuji pak jokowi dan bu mega. aku takut dipenjara.,mulai sekarang aku akan memuji pak jokowi dan bu mega aku takut dipenjara,hate_speech,,hate_speech,,data,data.csv,4136,hate_speech,normal,False,0.19843988019992573,75,13
Wkwkwkwk gila ternyata keliatan bgt ya dulu kalo gue naksir orang 🤣 agak malu (banyak)🙃,wkwkwkwk gila ternyata keliatan bgt ya dulu kalo gue naksir orang agak malu banyak,harassment,,"['1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19118,harassment,normal,False,0.036091066791145654,87,15
"DIKECAM ISRAEL USAI DUKUNG PALESTINA, GIGI HADID TAK AKAN MUNDUR #Indonesia TanpaJIL f #Indonesia TanpaJIL TanpaJIL Tanp Indonesia TanpaJIL @gigihadid ini bukan personel Grup Band @gigibandofficial . Tapi dia membela Palestina, dan tak gentar meski dikecam Israhell..

#savepalestine",dikecam israel usai dukung palestina gigi hadid tak akan mundur tanpajil f tanpajil tanpajil tanp indonesia tanpajil USER_MENTION ini bukan personel grup band USER_MENTION tapi dia membela palestina dan tak gentar meski dikecam israhell,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,1550,harassment,normal,False,0.03939529437583078,283,38
Koalisi masyarakat sipil kawal pemilu Demokratis menilai keputusan MKMK atas gugatan perkara nomor 90tentang usia capres cawapres cacat hukum secara prosedural dan substansial Cawapres Cacat Hukum,koalisi masyarakat sipil kawal pemilu demokratis menilai keputusan mkmk atas gugatan perkara nomor 90tentang usia capres cawapres cacat hukum secara prosedural dan substansial cawapres cacat hukum,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,23418,normal,harassment,False,0.4260613456015766,196,26
USER USER Makin berkerudung si Transgender ini mkn busuk dan serem kelakuan dan wajahnya! Sundel bolong zaman now\xf0\x9f\xa4\xa3',user user makin berkerudung si transgender ini mkn busuk dan serem kelakuan dan wajahnya sundel bolong zaman now xf0 x9f xa4 xa3,hate_speech,,hate_speech,,data,data.csv,9795,hate_speech,insult,False,0.6384070227009213,130,18
"USER USER tai kucing lo ahh, pengecut!!'",user user tai kucing lo ahh pengecut,hate_speech,,hate_speech,,data,data.csv,11587,hate_speech,insult,False,0.5662073747320684,40,7
USER 8300 pekerja #korbanphkfreeport sudah setahun blm menemukan hak2nya dan terus berjuang pak. :),user 8300 pekerja sudah setahun blm menemukan hak2nya dan terus berjuang pak,normal,,normal,,data,data.csv,12141,normal,hate_speech,False,0.3155428691906572,99,14
"buat yang masih ribut, “siapa suruh memulai serangan ke israel 7 oktober” warga gaza dan tepi barat bahkan dalam “fase damai” tetap dicicil nyawa nya dan tanah nya oleh israel di tepi barat yg total tanpa perlawanan oleh palestina, 7000 org terbunuh hanya dalam 2 tahun sums up",buat yang masih ribut siapa suruh memulai serangan ke israel 7 oktober warga gaza dan tepi barat bahkan dalam fase damai tetap dicicil nyawa nya dan tanah nya oleh israel di tepi barat yg total tanpa perlawanan oleh palestina 7000 org terbunuh hanya dalam 2 tahun sums up,harassment,,"['1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,22152,harassment,normal,False,0.34823723013260016,277,48
"USER ""Aduh.. mau eek""'",user aduh mau eek,normal,,normal,,data,data.csv,6207,normal,hate_speech,False,0.980828431385695,22,4
USER Bom aja di peluk..masa kamu kagak \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d',user bom aja di peluk masa kamu kagak xf0 x9f x98 x9d xf0 x9f x98 x9d xf0 x9f x98 x9d xf0 x9f x98 x9d xf0 x9f x98 x9d,normal,,normal,,data,data.csv,3545,normal,hate_speech,False,-0.04253406896400069,120,8
oh hyped,oh hyped,normal,,not_cyberbullying,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,1595,normal,harassment,False,-0.09397702401667074,8,2
ok saatnya untuk menguji hal ini,ok saatnya untuk menguji hal ini,harassment,,other_cyberbullying,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,1728,harassment,hate_speech,False,0.2640622271383022,32,6
#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yg menilai...apa yg anda katakan adalah PENGECUT,anies anda sadis topengmu terbuka lebar malam ini biar warga dki yg menilai apa yg anda katakan adalah pengecut,hate_speech,,hate_speech,,data,data.csv,6506,hate_speech,harassment,False,1.0228492335971588,138,19
10 oktober diperingati hari kesehatan jiwa sedunia. Tapi sayangnya kali ini jiwa gue bener bener uda gila sebagian.,10 oktober diperingati hari kesehatan jiwa sedunia tapi sayangnya kali ini jiwa gue bener bener uda gila sebagian,harassment,,"['1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19018,harassment,normal,False,0.6951852576356014,115,18
saya diganggu oleh _,saya diganggu oleh _,harassment,,other_cyberbullying,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,1945,harassment,hate_speech,False,0.35799823863733926,20,4
kuping gue budek gilak dari 4 pagi 4 kali ganti busway bodohnya diri ini~~~',kuping gue budek gilak dari 4 pagi 4 kali ganti busway bodohnya diri ini,insult,,insult,,data,data.csv,12258,insult,harassment,False,-0.23550926027095165,76,14
"‎'‎المقدس لنصرةبیت الإندونيسى التحالف KIBBM KOALISI INDONESIA ITULMAODIS YDONESI SILAKAN DATANG DALAM TERANG ATAUIPUN GELAP... KURIBM Para pejuang Palestina mengatakan kepada zionis dan pendukungnya Amerika: ""silakan datang dalam terang, silakan datang dalam gelap, in sya Allah kami sudah siap dan in sya Allah Gaza cukup untuk menjadi kuburan kita bersama. KH. Information Center:0851-7 0851 7151 73730 INDONESIA BELA PALESTINA‎'‎ [Aksi Damai Sumpah Pemuda Indonesia lawan Pembantaian di Palestina]

""Para pejuang Palestina mengatakan kepada zionis dan pendukungnya Amerika ""silakan datang dalam terang, silakan datang dalam gelap, in sya Allah kami sudah siap dan in sya Allah Gaza cukup untuk menjadi kuburan kita bersama.""

KH. Bachtiar Nasir
________

🖥 Youtube : 

📱 Instagram : I

💻 Facebook : 

⌨ Website : 

CP KSP : +62 895-3173-5488
CP Tabung Infaq : +62-812-9228-9783

#SumpahPemudaIndonesia
#IndonesiaBelaPalestina
#LawanPembantaianPalestina
#IStandWithPalestine",المقدس لنصرةبیت الإندونيسى التحالف kibbm koalisi indonesia itulmaodis ydonesi silakan datang dalam terang atauipun gelap kuribm para pejuang palestina mengatakan kepada zionis dan pendukungnya amerika silakan datang dalam terang silakan datang dalam gelap in sya allah kami sudah siap dan in sya allah gaza cukup untuk menjadi kuburan kita bersama kh information center 0851 7 0851 7151 73730 indonesia bela palestina aksi damai sumpah pemuda indonesia lawan pembantaian di palestina para pejuang palestina mengatakan kepada zionis dan pendukungnya amerika silakan datang dalam terang silakan datang dalam gelap in sya allah kami sudah siap dan in sya allah gaza cukup untuk menjadi kuburan kita bersama kh bachtiar nasir ________ youtube instagram i facebook website cp ksp 62 895 3173 5488 cp tabung infaq 62 812 9228 9783,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,1431,normal,harassment,False,0.17105835061754593,976,133
"USER USER Freeport tdk bisa diganggu gugat, tanya rezim orba... Mereka yng bikin perjanjian abadi.'",user user freeport tdk bisa diganggu gugat tanya rezim orba mereka yng bikin perjanjian abadi,normal,,normal,,data,data.csv,6605,normal,hate_speech,False,0.21962266904848793,99,15
GAK PUNYA MUKA  ANIES BAR BAR BONGKAR DANA KORUP YANG DI LAKUKAN PD1P,gak punya muka anies bar bar bongkar dana korup yang di lakukan pd1p,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6127,harassment,normal,False,-0.18912227073778004,69,13
